House_Area_sqft,Number_of_Rooms,Number_of_Bathrooms,Number_of_Floors,House_Age,Basement,State,City,Region_Type,Renovation_Type,Quality_Grade,Material_Quality,Wall_Condition,Roof_Condition,Plumbing_Condition,Electrical_Condition,Waterproofing_Required,Season,Cement_Price,Steel_Price,Sand_Price,Paint_Price,Brick_Price,Tile_Price,Wood_Price,Estimated_Labour_Cost,Estimated_Duration_Days,Estimated_Renovation_Cost,Budget_Status
1121,2,1,1,42,0,Tamil Nadu,Coimbatore,Urban,Exterior,Standard,Standard,7,6,7,6,Yes,Summer,373.63,68.35,53.98,345.68,10.1,84.95,1867.79,164686.8,47,208137.5,Over Budget
2274,6,3,2,3,1,Kerala,Thiruvananthapuram,Rural,Roofing,Economy,Standard,9,9,9,8,Yes,Monsoon,360.0,64.03,51.95,285.1,9.41,80.49,1731.57,221212.49,62,263383.08,Within Budget
3215,6,3,3,58,0,Karnataka,Mysuru,Rural,Flooring,Standard,Premium,6,6,4,7,No,Summer,414.07,70.08,58.07,348.19,10.63,91.3,1842.76,357354.83,62,476761.21,Over Budget
3644,8,5,2,15,0,West Bengal,Durgapur,Urban,Painting,Standard,Premium,8,7,10,9,No,Winter,391.92,66.1,52.3,332.31,10.14,89.04,1818.25,372277.32,44,690662.03,Over Budget
2508,6,4,2,57,1,Uttar Pradesh,Agra,Urban,Painting,Economy,Premium,3,6,6,7,Yes,Winter,310.44,52.27,44.02,243.14,8.2,67.26,1388.81,309382.31,49,421464.27,Over Budget
1863,3,2,1,30,1,Delhi,New Delhi,Rural,Interior,Standard,Standard,6,7,7,6,No,Monsoon,445.8,79.76,66.27,381.87,12.17,96.35,2057.8,237978.14,49,359196.57,Over Budget
3794,8,5,3,25,0,Kerala,Kochi,Urban,Kitchen,Standard,Economy,8,7,8,7,No,Winter,425.87,71.05,59.29,356.93,10.8,93.07,2011.96,478936.31,52,567824.74,Within Budget
4040,8,5,4,18,1,Uttar Pradesh,Agra,Urban,Electrical,Luxury,Standard,10,7,10,9,No,Summer,580.3,106.25,84.63,489.6,15.47,131.82,2654.84,358247.55,42,711506.13,Within Budget
5993,8,4,3,65,0,Kerala,Thiruvananthapuram,Rural,Full,Premium,Standard,4,3,4,4,Yes,Winter,500.97,93.27,77.63,419.5,13.33,113.37,2546.78,718928.69,113,1269193.8,Over Budget
3833,8,5,3,43,1,Kerala,Thiruvananthapuram,Urban,Bathroom,Economy,Premium,8,8,4,6,No,Monsoon,343.63,65.19,49.23,287.83,8.97,77.1,1698.39,420376.47,55,558668.01,Within Budget
2468,5,3,1,39,0,Rajasthan,Jodhpur,Urban,Interior,Standard,Standard,8,6,5,5,Yes,Winter,352.64,67.17,51.85,306.37,9.34,81.93,1812.07,225359.26,39,286970.89,Within Budget
4347,8,5,4,38,0,Gujarat,Surat,Rural,Roofing,Economy,Premium,5,8,9,7,Yes,Winter,329.02,64.21,48.46,292.66,9.33,78.92,1562.43,366676.7,58,420546.28,Within Budget
843,2,1,1,25,0,Kerala,Kozhikode,Semi-Urban,Flooring,Standard,Standard,6,6,10,9,No,Summer,402.46,70.23,57.67,334.97,10.98,87.58,1890.75,122813.99,40,149736.85,Over Budget
4546,8,5,3,43,1,Telangana,Karimnagar,Semi-Urban,Bathroom,Standard,Standard,7,5,6,6,Yes,Summer,369.44,67.89,53.88,335.25,10.63,84.04,1898.56,474751.61,55,584612.72,Within Budget
3323,6,3,2,52,0,Rajasthan,Jodhpur,Rural,Roofing,Economy,Standard,4,4,3,5,Yes,Monsoon,299.9,56.61,43.27,256.81,8.52,68.41,1542.99,443229.03,82,491848.23,Over Budget
5906,8,4,4,26,0,Uttar Pradesh,Varanasi,Urban,Bathroom,Standard,Standard,8,7,10,8,Yes,Monsoon,349.71,61.21,51.02,306.41,9.49,76.56,1751.58,688133.92,75,995559.08,Over Budget
450,1,1,1,26,0,Rajasthan,Kota,Urban,Exterior,Standard,Economy,6,6,6,10,No,Winter,364.22,65.33,52.06,311.28,9.58,85.2,1767.81,43535.0,42,53441.23,Within Budget
675,1,1,1,57,1,Karnataka,Mysuru,Rural,Painting,Economy,Economy,6,3,5,6,Yes,Monsoon,331.57,57.82,50.45,277.04,9.25,73.99,1606.83,60294.45,37,91912.58,Over Budget
5434,8,5,3,8,1,Karnataka,Mangaluru,Urban,Kitchen,Standard,Economy,9,9,10,8,Yes,Monsoon,396.23,74.82,56.42,346.54,10.14,85.2,1882.71,552154.77,74,950443.58,Over Budget
3799,8,4,2,5,0,Uttar Pradesh,Lucknow,Urban,Flooring,Premium,Premium,10,10,10,10,Yes,Summer,463.08,79.54,62.38,387.58,12.09,100.09,2136.44,334027.87,47,547043.39,Within Budget
3733,7,4,3,63,0,Tamil Nadu,Chennai,Urban,Roofing,Luxury,Standard,6,3,3,6,No,Monsoon,636.78,107.14,87.19,552.62,16.06,146.87,3001.97,765036.64,86,901454.02,Over Budget
2291,6,3,2,77,1,Uttar Pradesh,Kanpur,Urban,Interior,Standard,Economy,1,1,4,2,Yes,Summer,355.15,66.09,51.33,309.98,9.68,81.11,1719.74,417760.1,67,508019.03,Over Budget
5179,8,5,3,7,0,Telangana,Nizamabad,Urban,Plumbing,Economy,Standard,10,8,10,10,No,Summer,317.79,61.35,49.24,266.43,9.08,74.62,1589.17,122664.6,31,132189.77,Within Budget
2342,6,4,1,2,0,Rajasthan,Udaipur,Urban,Plumbing,Premium,Economy,10,10,10,8,Yes,Winter,479.96,85.92,69.87,384.63,11.87,98.25,2220.4,50277.21,29,74736.97,Over Budget
5446,8,4,3,21,1,Kerala,Kottayam,Urban,Full,Standard,Standard,9,9,7,10,Yes,Winter,410.52,72.09,58.52,339.82,10.33,93.82,1940.65,730232.0,101,1046480.95,Over Budget
1416,4,3,1,37,0,Kerala,Kozhikode,Rural,Interior,Luxury,Standard,9,9,5,5,Yes,Summer,653.73,113.33,94.37,558.02,17.45,145.26,3158.46,126268.04,35,275871.89,Within Budget
1116,3,2,1,35,0,Uttar Pradesh,Noida,Semi-Urban,Kitchen,Standard,Premium,9,9,7,9,No,Monsoon,369.65,62.23,50.17,297.57,9.04,78.93,1713.76,99643.29,56,127003.75,Over Budget
1849,3,2,1,35,0,Maharashtra,Nashik,Urban,Kitchen,Standard,Economy,7,5,5,7,Yes,Summer,419.94,77.11,65.19,356.12,11.59,100.0,2148.32,284460.4,53,345812.15,Over Budget
4101,8,5,3,31,1,Kerala,Thiruvananthapuram,Urban,Flooring,Standard,Standard,5,6,9,9,No,Winter,406.87,75.57,58.38,336.61,10.89,95.85,1992.47,745552.58,60,939768.22,Over Budget
4324,8,5,3,23,0,Telangana,Karimnagar,Urban,Painting,Luxury,Standard,8,10,6,7,No,Winter,611.51,111.22,89.82,543.98,16.84,133.12,3000.56,424202.47,43,1247621.81,Within Budget
3661,8,4,3,69,1,Rajasthan,Jodhpur,Semi-Urban,Full,Economy,Premium,5,6,6,4,Yes,Monsoon,311.74,58.48,46.62,270.86,8.6,68.75,1427.71,483295.99,124,521781.27,Over Budget
4020,8,4,3,40,0,Maharashtra,Nagpur,Rural,Plumbing,Economy,Economy,8,6,4,4,No,Winter,356.87,67.37,53.65,305.72,10.25,86.57,1820.9,117099.95,43,155722.62,Over Budget
5956,8,5,4,71,1,Telangana,Warangal,Urban,Painting,Economy,Standard,1,5,3,5,Yes,Monsoon,321.63,57.08,48.97,279.19,8.83,75.95,1505.59,1045577.96,95,1431563.92,Over Budget
3065,6,4,3,20,0,West Bengal,Durgapur,Urban,Plumbing,Premium,Premium,6,10,7,8,No,Monsoon,494.84,88.3,69.27,408.92,12.67,108.46,2177.63,92773.24,40,112650.34,Over Budget
479,1,1,1,34,1,Telangana,Nizamabad,Semi-Urban,Plumbing,Economy,Standard,8,8,7,8,Yes,Monsoon,315.75,61.65,46.68,270.6,8.88,73.32,1488.62,13978.63,39,22102.91,Over Budget
5987,8,4,4,72,1,Kerala,Thrissur,Urban,Bathroom,Economy,Premium,5,2,1,3,No,Summer,338.98,59.65,48.09,299.36,9.15,81.41,1667.0,933760.19,76,1116159.22,Over Budget
2730,5,3,3,67,0,Tamil Nadu,Chennai,Rural,Plumbing,Economy,Standard,3,3,4,6,Yes,Winter,326.37,57.0,47.8,276.06,8.83,77.82,1511.58,80740.11,47,102499.56,Over Budget
5646,8,4,3,4,0,Rajasthan,Kota,Rural,Interior,Premium,Economy,10,8,10,8,No,Summer,472.4,80.67,65.18,381.64,12.06,104.98,2171.0,278588.99,52,721125.5,Within Budget
2731,5,2,3,37,0,Tamil Nadu,Madurai,Rural,Kitchen,Standard,Standard,8,9,5,8,No,Summer,377.22,72.2,56.82,334.37,10.78,84.47,1904.78,233231.56,53,315825.03,Within Budget
2889,5,2,2,24,0,Rajasthan,Udaipur,Semi-Urban,Kitchen,Economy,Standard,8,10,9,8,Yes,Winter,306.44,53.47,44.91,270.52,8.53,67.05,1484.63,272871.06,54,372214.33,Over Budget
2067,6,3,1,71,1,Telangana,Hyderabad,Semi-Urban,Plumbing,Standard,Economy,5,3,1,3,No,Winter,376.7,67.56,54.19,319.57,9.96,85.38,1753.97,73375.5,52,91777.13,Over Budget
3424,7,4,3,13,0,West Bengal,Durgapur,Urban,Exterior,Standard,Standard,10,9,9,10,No,Summer,370.11,70.62,55.39,315.01,10.06,86.09,1883.75,331751.07,50,465210.02,Within Budget
2184,4,2,1,36,0,Telangana,Warangal,Rural,Painting,Economy,Standard,6,6,5,7,Yes,Monsoon,333.27,57.66,49.69,267.05,8.89,71.65,1590.57,194955.66,50,302589.25,Over Budget
5526,8,4,3,42,1,Rajasthan,Kota,Urban,Roofing,Economy,Economy,8,8,4,8,No,Summer,322.43,53.74,44.79,255.0,8.64,71.22,1419.46,720906.53,67,704913.51,Over Budget
3329,8,4,3,7,1,Gujarat,Ahmedabad,Rural,Full,Standard,Standard,9,9,9,10,No,Winter,411.46,70.81,60.75,334.44,10.75,87.38,1847.66,242739.04,86,508771.63,Over Budget
3484,7,4,3,24,0,Gujarat,Ahmedabad,Rural,Bathroom,Economy,Standard,10,10,6,6,No,Winter,332.25,62.74,48.72,298.14,8.68,75.47,1680.74,230278.0,45,363208.17,Within Budget
5329,8,5,4,57,0,Maharashtra,Nagpur,Urban,Bathroom,Luxury,Standard,3,6,6,3,No,Winter,724.68,125.77,96.35,584.53,18.62,152.23,3450.9,1097005.42,64,2029384.78,Over Budget
4493,8,4,3,19,1,Tamil Nadu,Coimbatore,Rural,Full,Luxury,Standard,10,8,10,9,No,Summer,610.22,114.24,87.24,506.76,16.38,144.64,2909.39,280566.51,96,836255.58,Within Budget
1704,5,2,2,68,1,Kerala,Thrissur,Urban,Exterior,Economy,Economy,3,5,4,3,Yes,Winter,363.99,64.4,52.53,307.47,9.25,78.77,1636.41,276262.51,54,291093.11,Over Budget
863,3,2,1,1,0,Karnataka,Belagavi,Urban,Electrical,Economy,Standard,8,9,10,10,Yes,Monsoon,342.01,58.73,50.5,292.42,8.95,73.26,1604.33,113392.78,36,147471.33,Over Budget
1157,2,2,1,43,1,Delhi,New Delhi,Urban,Painting,Economy,Premium,5,8,6,8,Yes,Monsoon,366.48,67.18,56.23,335.99,9.93,84.88,1805.18,193657.05,47,258837.07,Over Budget
3158,6,4,2,30,1,Tamil Nadu,Madurai,Semi-Urban,Bathroom,Standard,Economy,9,5,6,8,Yes,Monsoon,388.77,71.67,54.44,339.16,10.59,84.35,1874.41,381586.67,57,494712.45,Over Budget
913,1,1,1,49,0,Kerala,Thrissur,Urban,Full,Economy,Premium,6,5,7,4,No,Monsoon,331.65,65.14,49.32,297.23,8.97,77.83,1694.72,155305.96,116,187779.64,Over Budget
811,1,1,1,72,0,Telangana,Karimnagar,Urban,Painting,Standard,Standard,5,1,2,1,Yes,Monsoon,371.85,68.13,57.0,338.69,10.0,89.3,1826.86,115638.96,48,163110.48,Over Budget
4017,8,4,3,11,1,Telangana,Warangal,Semi-Urban,Bathroom,Standard,Economy,8,9,7,10,No,Summer,387.92,66.54,53.45,312.27,10.27,89.86,1765.45,403628.31,59,543196.29,Over Budget
2266,5,2,2,7,1,Maharashtra,Thane,Urban,Roofing,Economy,Premium,8,10,10,9,No,Summer,359.41,66.55,51.83,310.9,10.21,78.97,1713.43,263169.72,51,323086.34,Within Budget
4119,8,5,4,60,0,Karnataka,Mysuru,Rural,Plumbing,Economy,Premium,4,2,4,2,No,Winter,324.92,57.93,47.88,289.5,8.78,77.41,1681.61,112134.88,42,146896.64,Over Budget
4247,8,5,4,41,0,Gujarat,Ahmedabad,Semi-Urban,Painting,Economy,Standard,6,8,6,6,No,Summer,345.46,63.32,47.48,297.73,9.37,74.37,1661.37,444633.65,48,556968.51,Within Budget
4168,8,4,4,62,0,Telangana,Hyderabad,Semi-Urban,Painting,Economy,Premium,5,3,2,4,Yes,Monsoon,345.61,61.35,46.37,282.32,8.5,76.77,1611.94,558914.15,59,675060.63,Over Budget
5828,8,5,4,39,1,Kerala,Thrissur,Urban,Full,Standard,Economy,8,7,6,5,No,Summer,414.11,75.25,58.58,334.98,10.66,87.3,1929.12,645051.49,96,1070461.22,Over Budget
563,1,1,1,12,1,Tamil Nadu,Coimbatore,Rural,Kitchen,Premium,Premium,10,10,10,8,Yes,Winter,473.83,86.99,69.79,410.48,12.41,110.36,2405.26,33745.64,36,59765.92,Within Budget
507,1,1,1,36,1,Tamil Nadu,Coimbatore,Urban,Roofing,Standard,Economy,5,8,5,9,No,Summer,396.4,68.78,55.56,334.37,10.22,85.53,1847.46,61725.03,56,71426.81,Within Budget
2728,5,3,3,58,1,Karnataka,Mangaluru,Urban,Roofing,Standard,Economy,5,6,4,6,Yes,Winter,387.71,71.15,57.04,337.4,10.0,91.0,1817.73,366325.6,64,451966.0,Over Budget
4134,8,4,4,39,1,Uttar Pradesh,Kanpur,Semi-Urban,Plumbing,Luxury,Standard,8,8,9,8,Yes,Monsoon,594.52,98.79,80.15,462.37,14.56,129.14,2714.43,72781.99,38,134114.03,Within Budget
4763,8,4,4,57,0,West Bengal,Howrah,Urban,Bathroom,Standard,Standard,6,7,6,7,Yes,Monsoon,383.65,71.33,52.81,311.03,10.0,86.46,1820.15,720150.95,66,897553.51,Over Budget
4157,8,4,4,16,0,Tamil Nadu,Tiruchirappalli,Urban,Electrical,Standard,Standard,9,8,10,10,No,Summer,374.44,67.55,58.69,317.03,10.68,83.21,1912.3,504802.32,43,812172.59,Over Budget
4090,8,5,3,63,0,Rajasthan,Jaipur,Rural,Electrical,Economy,Standard,2,3,5,3,Yes,Summer,311.98,55.95,46.16,266.93,8.58,73.46,1539.25,459934.92,72,656036.95,Over Budget
3958,8,5,3,18,1,Rajasthan,Jodhpur,Urban,Roofing,Economy,Standard,10,7,8,9,No,Winter,307.96,58.23,46.83,271.6,7.87,70.89,1499.43,487760.14,62,541581.0,Over Budget
5690,8,4,4,59,1,Gujarat,Vadodara,Urban,Bathroom,Standard,Standard,7,4,4,6,Yes,Summer,417.97,73.08,59.35,323.9,10.6,88.16,1925.09,627848.3,71,855317.29,Within Budget
2298,4,2,1,75,1,Uttar Pradesh,Lucknow,Semi-Urban,Full,Standard,Standard,3,4,2,3,Yes,Summer,351.49,64.94,51.97,298.65,9.36,79.5,1710.49,291653.16,112,332580.77,Over Budget
2826,7,4,3,23,0,Karnataka,Hubli,Rural,Flooring,Economy,Economy,7,9,6,6,Yes,Summer,347.79,61.11,47.7,282.27,8.64,77.26,1668.25,249961.49,48,337157.93,Within Budget
1621,4,3,1,33,1,Tamil Nadu,Salem,Rural,Bathroom,Economy,Standard,8,8,7,9,No,Summer,335.65,58.34,46.61,287.56,8.83,70.81,1498.17,122822.61,43,185144.66,Over Budget
2164,6,4,2,3,1,Telangana,Karimnagar,Urban,Exterior,Standard,Economy,9,9,9,10,No,Winter,379.09,66.22,58.54,325.32,9.8,87.65,1756.6,208080.96,38,299468.48,Within Budget
5498,8,5,4,4,1,Tamil Nadu,Chennai,Semi-Urban,Full,Luxury,Premium,10,8,10,8,No,Winter,623.22,117.18,88.39,551.56,15.8,140.65,2890.49,395074.82,98,1111277.0,Within Budget
4815,8,5,4,4,1,Rajasthan,Jaipur,Urban,Flooring,Economy,Economy,10,10,9,8,Yes,Summer,300.6,54.27,44.6,253.78,8.18,73.13,1492.24,419022.87,51,551349.98,Within Budget
2382,6,3,1,34,0,Rajasthan,Kota,Urban,Exterior,Economy,Standard,9,7,9,6,Yes,Monsoon,308.52,56.05,46.26,276.4,8.43,68.61,1468.04,264689.05,57,303132.72,Within Budget
4087,8,4,4,3,0,Telangana,Karimnagar,Urban,Interior,Economy,Premium,8,10,8,10,No,Summer,317.58,57.41,47.79,275.34,8.45,73.2,1516.98,500131.84,46,602591.5,Within Budget
2854,5,3,2,34,0,Kerala,Thrissur,Urban,Electrical,Standard,Standard,8,9,8,6,No,Winter,423.37,76.01,57.68,356.32,10.43,88.5,1982.32,382736.62,38,510079.16,Over Budget
2850,5,2,3,27,0,Gujarat,Vadodara,Rural,Flooring,Standard,Premium,8,9,10,6,No,Winter,398.66,75.57,58.96,329.59,10.89,92.3,1949.2,229202.49,42,381566.37,Over Budget
5026,8,5,4,43,1,West Bengal,Siliguri,Semi-Urban,Exterior,Premium,Premium,4,7,7,8,No,Monsoon,452.89,82.97,67.18,391.31,12.4,110.71,2175.66,686840.06,83,1092330.24,Over Budget
5308,8,4,3,63,1,West Bengal,Durgapur,Urban,Flooring,Luxury,Premium,4,5,5,4,Yes,Winter,599.63,106.46,85.72,502.9,16.19,138.14,2932.53,841304.74,73,1517888.4,Over Budget
4929,8,5,3,67,0,Maharashtra,Nagpur,Rural,Electrical,Standard,Economy,2,6,4,4,Yes,Monsoon,447.59,78.93,64.8,371.77,11.3,92.96,2035.75,794199.11,87,1042464.76,Over Budget
3004,7,4,2,15,0,West Bengal,Kolkata,Semi-Urban,Kitchen,Standard,Premium,7,9,10,9,Yes,Winter,386.27,65.69,55.49,312.25,9.57,84.65,1797.75,331980.42,54,446210.81,Over Budget
4202,8,5,4,67,0,Karnataka,Belagavi,Urban,Electrical,Premium,Standard,5,6,6,6,Yes,Winter,521.56,92.68,72.73,422.9,13.45,115.27,2446.31,668584.83,58,1093946.29,Over Budget
900,1,1,1,67,0,Gujarat,Vadodara,Semi-Urban,Plumbing,Economy,Standard,6,5,5,2,Yes,Monsoon,325.53,61.33,48.12,296.21,8.66,79.19,1562.81,31656.47,50,39765.36,Over Budget
3605,7,4,2,21,0,Uttar Pradesh,Agra,Urban,Kitchen,Economy,Standard,6,7,8,8,Yes,Monsoon,302.71,54.88,42.92,244.4,8.13,70.49,1413.96,471783.53,73,640517.76,Over Budget
2372,6,3,1,7,0,Gujarat,Vadodara,Urban,Bathroom,Standard,Standard,10,10,10,9,Yes,Winter,390.55,72.01,57.37,351.27,10.76,90.24,1846.99,252149.52,36,336901.72,Within Budget
2645,7,3,2,42,0,Gujarat,Surat,Rural,Exterior,Economy,Economy,7,6,5,5,No,Summer,345.82,64.28,48.38,297.42,8.87,77.34,1552.58,260267.28,52,401108.6,Over Budget
3963,8,5,2,75,0,West Bengal,Howrah,Rural,Full,Standard,Economy,2,1,5,1,Yes,Monsoon,389.7,65.39,57.23,330.56,10.32,87.33,1767.25,409115.11,144,480378.52,Over Budget
1581,5,3,1,29,0,Uttar Pradesh,Kanpur,Semi-Urban,Bathroom,Premium,Economy,7,10,7,9,No,Summer,436.11,78.19,65.0,382.92,11.99,101.77,2112.4,127597.83,45,194926.56,Within Budget
4605,8,4,4,76,0,Rajasthan,Kota,Urban,Full,Economy,Standard,5,3,3,5,No,Winter,302.95,57.18,46.75,257.28,8.44,71.67,1492.48,482901.67,100,581009.88,Within Budget
1957,3,2,2,11,0,Tamil Nadu,Madurai,Semi-Urban,Flooring,Luxury,Standard,8,10,8,9,No,Monsoon,655.38,109.95,88.78,526.6,16.16,146.52,3010.93,178681.75,50,360944.98,Within Budget
4252,8,5,3,27,0,Kerala,Kannur,Semi-Urban,Electrical,Standard,Economy,10,6,6,10,No,Summer,391.74,72.94,58.09,353.29,11.33,94.64,1890.61,374604.07,41,635636.28,Within Budget
1152,2,1,1,5,0,Gujarat,Vadodara,Urban,Exterior,Standard,Standard,8,10,8,10,No,Monsoon,415.27,72.78,55.58,355.72,10.48,92.92,1943.34,140969.46,45,185661.27,Within Budget
3179,6,3,2,78,1,Rajasthan,Jodhpur,Urban,Roofing,Standard,Standard,3,3,4,4,Yes,Monsoon,361.15,63.26,53.62,304.7,9.88,81.99,1825.3,521664.7,85,511193.76,Over Budget
4778,8,5,4,65,1,West Bengal,Kolkata,Urban,Bathroom,Standard,Standard,2,6,5,2,No,Monsoon,379.17,69.98,55.27,313.93,10.02,81.05,1772.76,1079997.4,73,1180157.7,Over Budget
809,2,2,1,23,1,Maharashtra,Nashik,Urban,Flooring,Economy,Economy,10,7,6,10,Yes,Monsoon,354.47,66.04,55.25,314.93,9.8,83.44,1760.1,90598.63,43,101429.58,Within Budget
3098,6,4,2,53,0,Maharashtra,Pune,Semi-Urban,Roofing,Economy,Economy,5,6,6,5,Yes,Monsoon,354.32,67.54,51.08,321.7,10.15,83.37,1790.33,489060.7,81,580507.95,Over Budget
5823,8,5,4,61,1,Maharashtra,Pune,Semi-Urban,Bathroom,Economy,Standard,3,6,5,5,No,Winter,355.9,65.51,55.42,300.64,9.54,85.22,1799.99,945629.17,71,989446.33,Over Budget
2577,5,3,3,2,1,Kerala,Kottayam,Semi-Urban,Exterior,Standard,Premium,10,10,10,10,No,Winter,393.22,69.84,59.99,346.0,11.07,91.88,1874.01,234171.39,39,413796.62,Over Budget
3781,8,4,3,52,0,Uttar Pradesh,Varanasi,Urban,Flooring,Economy,Economy,3,4,6,3,Yes,Summer,300.87,52.4,43.42,260.25,7.69,65.58,1390.7,578132.59,74,707093.25,Over Budget
3955,8,4,2,34,0,West Bengal,Siliguri,Urban,Full,Premium,Standard,7,5,8,6,No,Summer,463.08,86.46,65.58,408.17,12.96,104.1,2261.65,465444.12,97,757329.31,Over Budget
3961,8,5,2,54,0,West Bengal,Durgapur,Urban,Plumbing,Premium,Standard,3,7,4,6,No,Winter,493.44,83.74,68.21,385.41,12.71,101.74,2232.58,147301.95,40,211883.82,Over Budget
1511,4,3,2,6,0,Kerala,Thiruvananthapuram,Urban,Exterior,Economy,Standard,10,8,8,10,No,Summer,336.41,63.41,52.79,290.7,9.17,78.07,1676.46,144568.08,38,212586.53,Within Budget
4196,8,4,4,57,1,West Bengal,Howrah,Urban,Kitchen,Economy,Standard,7,3,7,3,Yes,Summer,330.73,56.91,45.76,278.28,8.59,70.81,1601.89,572817.8,64,753592.44,Over Budget
2651,6,3,3,66,0,Maharashtra,Mumbai,Urban,Interior,Standard,Standard,5,4,6,5,No,Winter,446.84,76.21,62.84,370.49,11.33,95.06,1976.08,567340.9,42,716976.51,Over Budget
2296,6,3,2,56,1,Gujarat,Ahmedabad,Urban,Plumbing,Luxury,Standard,4,3,7,7,Yes,Summer,675.5,114.29,89.41,544.8,16.62,147.9,2905.92,68999.31,39,107044.5,Within Budget
4554,8,5,3,11,0,West Bengal,Howrah,Rural,Electrical,Premium,Standard,9,10,10,9,No,Summer,477.03,86.16,68.52,419.85,12.44,107.28,2321.47,311746.4,46,664911.16,Over Budget
503,1,1,1,30,1,Gujarat,Surat,Semi-Urban,Full,Economy,Economy,9,5,5,5,No,Summer,325.51,63.6,47.93,278.5,8.72,77.27,1675.97,40908.11,78,55681.04,Within Budget
735,1,1,1,21,0,Maharashtra,Pune,Rural,Interior,Premium,Economy,7,9,6,7,No,Winter,546.58,94.75,76.03,482.56,14.2,127.01,2685.5,78709.74,36,128656.91,Within Budget
3836,8,4,3,19,0,Rajasthan,Jaipur,Urban,Full,Luxury,Standard,8,10,10,9,Yes,Monsoon,567.37,102.34,83.45,509.0,15.63,127.49,2702.83,439327.68,132,787832.89,Within Budget
4247,8,4,3,36,1,Kerala,Thiruvananthapuram,Semi-Urban,Plumbing,Standard,Premium,6,5,8,9,No,Summer,391.26,74.79,57.86,356.19,10.97,89.53,1882.3,100479.71,37,105201.93,Within Budget
3924,8,5,2,41,1,Gujarat,Surat,Semi-Urban,Flooring,Economy,Premium,6,4,6,7,No,Winter,343.37,62.49,50.69,295.2,8.89,73.89,1584.43,510039.43,55,511435.03,Within Budget
4744,8,5,4,33,0,Delhi,New Delhi,Urban,Flooring,Luxury,Standard,6,9,5,8,No,Winter,712.84,132.93,99.2,606.73,18.27,154.08,3554.48,815062.13,60,1559865.19,Over Budget
4613,8,5,3,32,1,Rajasthan,Kota,Urban,Painting,Standard,Standard,7,7,8,7,No,Summer,377.85,68.8,51.72,299.16,10.0,81.24,1718.46,454401.49,44,670192.26,Within Budget
436,2,1,1,20,1,Telangana,Nizamabad,Urban,Electrical,Economy,Economy,10,6,10,8,Yes,Winter,330.02,56.52,47.98,279.62,9.02,71.16,1486.23,48681.25,25,55668.25,Within Budget
4698,8,5,4,44,0,West Bengal,Siliguri,Urban,Plumbing,Economy,Economy,6,6,7,4,No,Summer,323.39,55.4,45.3,274.22,8.83,72.42,1555.36,133446.5,39,171778.7,Over Budget
5105,8,5,3,12,1,Delhi,New Delhi,Urban,Full,Premium,Standard,10,9,10,9,No,Winter,536.1,100.32,78.37,485.79,14.81,126.56,2719.77,568902.16,88,752124.44,Within Budget
5365,8,4,3,30,0,Telangana,Warangal,Rural,Roofing,Standard,Economy,7,9,7,9,Yes,Monsoon,369.1,71.43,57.68,338.81,9.71,89.81,1878.16,500361.52,77,694446.84,Over Budget
4938,8,4,4,11,1,Karnataka,Hubli,Urban,Interior,Standard,Economy,10,10,9,9,No,Winter,396.08,68.31,58.87,319.92,10.28,90.1,1982.47,396587.91,37,614110.71,Within Budget
1976,4,2,2,64,1,Karnataka,Mangaluru,Rural,Interior,Standard,Standard,2,3,6,3,Yes,Monsoon,391.05,68.16,59.11,330.37,10.12,91.81,1930.18,260396.56,76,405629.05,Over Budget
2410,6,4,2,6,0,Karnataka,Belagavi,Semi-Urban,Interior,Premium,Premium,10,9,10,10,No,Summer,498.31,87.71,75.38,415.83,13.15,107.52,2353.59,204949.06,32,379830.39,Within Budget
5595,8,5,3,29,0,Tamil Nadu,Salem,Urban,Full,Luxury,Standard,10,7,8,7,Yes,Monsoon,609.09,112.26,92.35,526.02,16.9,142.98,2900.32,534170.08,116,1093843.75,Within Budget
5000,8,4,3,32,0,West Bengal,Durgapur,Semi-Urban,Kitchen,Standard,Standard,7,7,5,9,No,Summer,393.48,68.78,54.58,311.17,9.72,86.63,1825.37,497366.55,64,786526.53,Over Budget
5937,8,5,3,65,1,Uttar Pradesh,Noida,Urban,Plumbing,Premium,Standard,2,4,4,5,No,Summer,427.16,78.45,67.09,368.02,12.2,96.47,2031.61,193464.81,44,266577.2,Over Budget
1881,4,2,1,63,1,Gujarat,Surat,Semi-Urban,Roofing,Premium,Economy,2,3,3,3,Yes,Monsoon,500.5,89.74,75.31,443.28,12.78,113.88,2392.2,298936.58,85,368718.55,Over Budget
5952,8,5,3,11,0,Delhi,New Delhi,Urban,Painting,Luxury,Economy,7,10,10,10,No,Winter,710.92,134.37,104.34,599.86,17.95,154.75,3237.99,711151.36,52,2036200.54,Within Budget
2742,5,2,2,63,0,West Bengal,Howrah,Urban,Electrical,Standard,Standard,4,4,5,3,No,Winter,367.24,69.79,54.0,321.6,9.82,84.96,1768.91,377756.03,50,514236.98,Over Budget
4028,8,5,3,19,1,Karnataka,Bengaluru,Semi-Urban,Bathroom,Standard,Standard,10,9,9,8,No,Summer,400.56,69.33,56.84,351.24,10.38,88.59,1876.4,346849.57,45,466717.17,Within Budget
